categorical_accuracy,loss,val_categorical_accuracy,val_loss
0.420175783087,15.2472078633,0.374472239315,15.0656220037
0.421322133811,15.2450606866,0.395474729733,15.0401701896
0.424379069599,15.2413517298,0.38399914242,14.9896603865
0.426461606789,15.2325173162,0.388870854046,15.024662071
0.427092099703,15.2355651755,0.394392127229,15.0035857293
0.427302264526,15.2301771357,0.385839566908,15.0147401929
0.429289272407,15.2291792426,0.392551703128,14.9784182075
0.428047392028,15.2240045691,0.406300756491,14.9416689684
0.428964472507,15.2244234038,0.411497248573,14.9618571181
0.431161645129,15.2185146103,0.401970345644,15.019677955
0.435116555671,15.2165588728,0.400671222694,14.9517374759
0.433568982397,15.2111882821,0.396124292007,14.9581247123
0.431734820454,15.2154967811,0.399372099333,14.9707259928
0.438307232016,15.2010255784,0.409656824069,14.9344668044
0.436396647443,15.2098756277,0.407383358479,15.0278641667
0.44048529857,15.2034996043,0.41712678208,14.927018714
0.442472306582,15.198991799,0.405759454186,14.9514394751
0.439243418438,15.1980634417,0.402403386778,14.9735106212
0.440695462799,15.1944060165,0.416802001592,14.9712475996
0.44272068264,15.1918397409,0.400238181407,14.9786497411
0.446025993984,15.1880840882,0.402944688236,14.9874593421
0.445892253135,15.1933584743,0.40879074214,14.9973165264
0.443561340196,15.1947628478,0.392768223535,14.9428648057
0.445682088942,15.1864629994,0.423730658145,14.939475357
0.450573185643,15.1786511191,0.415502878424,14.9593309632
0.451604901764,15.1797147892,0.42589586346,14.9389108675
0.449694316971,15.1774190237,0.41723504247,14.915306111
0.451815065832,15.1699909599,0.422539795666,14.8919152199
0.453725650526,15.1734544547,0.421132412036,14.9257021119
0.457814302036,15.1699207566,0.418534165555,14.9598910632
0.452770358355,15.1730943965,0.425138041784,14.9085868704
0.456897221195,15.1636579954,0.426437164129,14.8855593509
0.459667569081,15.1692807701,0.435097985451,14.9737886406
0.464482242654,15.1645296377,0.422215014323,14.9514163497
0.459954156592,15.1597472695,0.429468452251,14.8928417337
0.459591146083,15.1607249283,0.440294477838,14.8695695746
0.457565926256,15.164470105,0.436288848487,14.896474382
0.465896075367,15.1592418236,0.450687463503,14.8560819486
0.466354615475,15.1607551394,0.470066050342,14.8470649598
0.466813156062,15.1437509961,0.444408368104,14.881071528
0.464635089363,15.151431738,0.464436517051,14.8341434496
0.46553306448,15.1464594787,0.46833388575,14.844602533
0.467787553953,15.14229885,0.462271311511,14.8433533325
0.467481860672,15.1430823598,0.472664296459,14.8210797634
0.471245712745,15.1363815804,0.463353914467,14.8820324589
0.467023320261,15.1380494354,0.469416489383,14.8297354243
0.471971734496,15.1334165623,0.442459683862,14.914136574
0.468685529021,15.1388055906,0.487928993773,14.8604410245
0.474512812442,15.1377861437,0.465302599377,14.8721142577
0.472201004828,15.1265983062,0.483598583241,14.8486338431
0.47393963711,15.125139743,0.490852020766,14.8346951003
0.472678651104,15.1307464677,0.461188709346,14.8494226284
0.4808750595,15.1253280805,0.484248145127,14.8394980191
0.480397413225,15.1210070431,0.494749390333,14.8310214694
0.477990076522,15.1175441485,0.468875188359,14.853715886
