loss,lr,val_loss
0.372086722343,9.99999974738e-06,0.362621595625
0.371767191759,9.99999974738e-06,0.371855479283
0.371475982033,9.99999974738e-06,0.371495597675
0.371183383109,9.99999974738e-06,0.371194503835
0.370837344891,9.99999974738e-06,0.370833381278
0.370688864662,9.99999997475e-07,0.370794139925
0.370631875606,9.99999997475e-07,0.37062281077
0.370619575532,9.99999997475e-07,0.370851846015
0.370580050011,1.00000001169e-07,0.370878167817
0.3706564237,1.00000001169e-07,0.370712284182
0.370598154531,1.00000001169e-07,0.370794057846
0.370642913599,9.99999993923e-09,0.37078087838
0.37062774961,9.99999993923e-09,0.370727013369
0.370617581745,9.99999993923e-09,0.370827326032
0.370613481865,9.99999971718e-10,0.370705955341
0.370612816548,9.99999971718e-10,0.370730796798
0.370590086963,9.99999971718e-10,0.370800969053
0.370614199479,9.99999943962e-11,0.370841396637
0.37063505523,9.99999943962e-11,0.37084836354
0.370576919484,9.99999943962e-11,0.370660664605
0.37061814763,9.99999909268e-12,0.370805702249
0.370645325368,9.99999909268e-12,0.37077783268
0.37055507326,9.99999909268e-12,0.370865330344
0.370627475799,9.99999887584e-13,0.370877360711
0.370615631122,9.99999887584e-13,0.370749112035
0.370639286877,9.99999887584e-13,0.370769454808
0.370633944596,9.99999914689e-14,0.370779987241
