categorical_accuracy,loss,val_categorical_accuracy,val_loss
0.5874935519,14.721196218,0.612644798095,14.3619258572
0.646701438643,14.3257902436,0.672620980838,14.1972983191
0.692057851398,14.2041140935,0.707913824835,14.149839371
0.713092986378,14.1355148235,0.713976399264,14.052812549
0.720200225445,14.0886149024,0.722637219877,14.0480587292
0.728874113983,14.0535567287,0.722528959619,14.097990031
0.734089910395,14.0268728429,0.708671646639,14.0700187246
0.734892340613,14.0057359067,0.736386272599,14.0061490842
0.741674786496,13.9845569712,0.746129695789,13.9780299449
0.743394279819,13.9695250649,0.73173108152,14.0131002696
0.744884507365,13.9562982184,0.742015805998,13.9964187565
0.74690968839,13.9447992447,0.742124066255,13.918836662
0.746718633576,13.9347583493,0.748294900942,13.9098476287
0.750348675035,13.9238059304,0.739850600844,13.977374213
0.751456792954,13.9130556126,0.746346216304,13.9252664039
0.753118969832,13.9037217542,0.7484031612,13.9118104445
0.753348235609,13.8986667395,0.746237956046,13.9391607361
0.753481973978,13.891176219,0.72014723395,13.9793001531
0.758430293651,13.8813316485,0.741474504709,13.9047207466
0.757627863434,13.8772227992,0.747428818881,13.8974512543
0.759481095126,13.8728736339,0.749160983003,13.9161333273
0.760283525343,13.8650603102,0.750568366353,13.9012413526
0.760111576011,13.8605350947,0.748294900942,13.941847329
0.759557517052,13.8559211976,0.742448847028,13.9011472691
0.760627424008,13.8515387697,0.753166612537,13.8839765642
0.761181482967,13.8469659097,0.756630940782,13.8819104929
0.762289600886,13.8412029829,0.752841831764,13.8769502705
0.764066410653,13.8388227748,0.746021435531,13.880463379
0.764429414799,13.8344209372,0.749702284291,13.8735487574
0.764372098355,13.8290131578,0.755440077947,13.8877682066
0.764964368277,13.8282104628,0.743856230378,13.8938887447
0.765785903976,13.8229221657,0.753274872794,13.878893631
0.765556638199,13.8188654165,0.744072750893,13.8814216735
0.766722072563,13.8147689142,0.757497022843,13.8885638297
0.767753768556,13.8136910906,0.756739201039,13.8659756201
0.769549683804,13.8083702928,0.755981379236,13.8737738502
0.767371658929,13.8072333915,0.747970120169,13.9346158578
0.769721633137,13.8070861831,0.759662227996,13.8756532854
0.771135438757,13.8016377692,0.75349139331,13.863901085
0.772377295046,13.7987777064,0.751542708672,13.8545073466
0.77004642632,13.7958686943,0.746021435531,13.8854136708
0.770313903059,13.7946730325,0.75067662661,13.8906039527
0.77159397031,13.7907355719,0.749377503518,13.8941348949
0.771460231941,13.788592328,0.751759229187,13.8678754331
0.770657801723,13.7864493678,0.750027065064,13.8660607362
0.770581379798,13.7843717369,0.754573995886,13.8441542794
0.772511033415,13.7840777473,0.747537079138,13.8997520331
0.772472822453,13.7807239458,0.73822669698,13.9247877923
0.771574864829,13.7800520915,0.756847461297,13.8682659322
0.774994745993,13.7766206977,0.748944462488,13.9011936484
0.773600045853,13.7743380111,0.753383133052,13.8912801153
0.774211421257,13.7741401205,0.760528310057,13.8550723516
0.775701648803,13.7720354637,0.759553967738,13.8600871534
0.774077682887,13.769574721,0.759445707481,13.8662429843
0.774937429549,13.7676211325,0.749269243261,13.8644564847
0.776102863912,13.7664568639,0.757930063874,13.8587686876
0.776007336505,13.7643934896,0.744830572697,13.8903144147
