loss,lr,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.168175990702,0.00999999977648,6010092.61529,0.166939718581,8396182.88057
0.158072066035,0.00999999977648,8163653.85804,0.16064589347,8159925.73279
0.158246474728,0.00999999977648,8278006.45428,0.172118126863,12673701.1883
0.158109310966,0.00999999977648,8271256.6586,0.172471559361,12603276.4291
0.15817681337,0.00999999977648,8253307.71554,0.172287031689,13344997.6574
0.158091459653,0.00999999977648,8266847.81821,0.487485372948,20377147.1943
0.157171768833,0.000999999931082,8211869.47774,0.166329447798,11350946.2227
0.156914845912,0.000999999931082,8200356.3834,0.614016808479,26577786.0121
