categorical_accuracy,loss,val_categorical_accuracy,val_loss
0.162352941176,15.7533933976,0.506666666667,15.5683360036
0.581176470588,15.5206771402,0.606666666667,15.4817572403
0.587058823529,15.4725973264,0.6,15.5168324534
0.594117647059,15.4333887796,0.606666666667,15.3870951335
0.595294117647,15.3978457686,0.606666666667,15.4205339813
0.596470588235,15.3833603152,0.606666666667,15.3336525091
0.596470588235,15.3542493147,0.606666666667,15.3857641602
0.597647058824,15.3474188367,0.606666666667,15.3624317805
0.597647058824,15.3242085176,0.606666666667,15.3239227422
0.596470588235,15.3277618992,0.606666666667,15.3114169947
0.597647058824,15.2985113346,0.606666666667,15.3899963506
0.595294117647,15.3010534062,0.606666666667,15.3858672333
0.595294117647,15.2791237865,0.606666666667,15.3174233246
0.596470588235,15.2635153512,0.606666666667,15.2824488958
0.595294117647,15.2586306426,0.606666666667,15.3050901031
0.596470588235,15.2515928066,0.606666666667,15.2350001017
0.597647058824,15.2445482018,0.606666666667,15.2510235596
0.597647058824,15.2127398255,0.606666666667,15.250903422
0.597647058824,15.2210303385,0.606666666667,15.2285943858
0.597647058824,15.2019525506,0.606666666667,15.2771921158
0.597647058824,15.1834961252,0.606666666667,15.4188784091
0.597647058824,15.1756284579,0.606666666667,15.1867337163
0.597647058824,15.1582569044,0.606666666667,15.309604524
0.597647058824,15.153406868,0.606666666667,15.2079557673
0.597647058824,15.1463155758,0.606666666667,15.1823009237
0.597647058824,15.1374033715,0.606666666667,15.1787478638
0.597647058824,15.1218974181,0.606666666667,15.2259557978
0.597647058824,15.1161087889,0.606666666667,15.2127345149
0.597647058824,15.1046890708,0.606666666667,15.355271492
0.597647058824,15.1017930199,0.606666666667,15.2185258611
0.597647058824,15.1002237073,0.606666666667,15.1475241852
0.597647058824,15.0812045916,0.606666666667,15.1789448039
0.597647058824,15.0829266885,0.606666666667,15.1151354726
0.597647058824,15.0854338343,0.606666666667,15.1396709315
0.597647058824,15.068308506,0.606666666667,15.2192518489
0.597647058824,15.0708277669,0.606666666667,15.222891833
0.597647058824,15.0437212854,0.606666666667,15.1166882197
0.597647058824,15.0546096869,0.606666666667,15.1028514989
0.597647058824,15.0544113103,0.606666666667,15.1909061813
0.597647058824,15.0512222245,0.606666666667,15.1355173747
0.597647058824,15.0335921815,0.606666666667,15.1287624105
0.597647058824,15.0231238982,0.606666666667,15.1050380834
0.597647058824,15.0284996863,0.606666666667,15.1601849174
0.597647058824,15.0170611965,0.606666666667,15.1170091883
0.597647058824,15.0083205616,0.606666666667,15.1398111216
0.597647058824,15.0094171479,0.606666666667,15.3350433985
0.597647058824,15.0199009637,0.606666666667,15.1530861537
0.597647058824,15.013708026,0.606666666667,15.0819772212
0.597647058824,15.0054609063,0.606666666667,15.0959350204
0.597647058824,14.9949059655,0.606666666667,15.125521787
0.597647058824,14.9906526835,0.606666666667,15.1448379072
0.597647058824,14.9958415884,0.606666666667,15.1744388962
0.597647058824,14.9773605392,0.606666666667,15.0701714325
0.597647058824,14.9870089486,0.606666666667,15.2057065964
0.597647058824,14.9776512662,0.606666666667,15.1903852463
0.597647058824,14.9917595291,0.606666666667,15.1625383759
0.597647058824,14.9750791123,0.606666666667,15.1390300814
0.597647058824,14.9588782389,0.606666666667,15.1968413035
0.597647058824,14.9685320529,0.606666666667,15.1076052602
0.597647058824,14.9659071776,0.606666666667,15.1894784546
0.597647058824,14.9644314396,0.606666666667,15.0753933462
0.597647058824,14.9479798429,0.606666666667,15.2101912435
0.597647058824,14.9668490544,0.606666666667,15.1305111885
0.597647058824,14.9515363626,0.606666666667,15.1626095136
