loss,lr,val_loss
0.0551877322665,9.99999974738e-06,0.0432624895433
0.0395394352659,9.99999974738e-06,0.0375873673596
0.0363393711296,9.99999974738e-06,0.0355643909874
0.0347743759025,9.99999974738e-06,0.034600199432
0.0336884585783,9.99999974738e-06,0.0334141703831
0.0328587785685,9.99999974738e-06,0.0331314352288
0.0322474047499,9.99999974738e-06,0.0327645815281
0.0317631021102,9.99999974738e-06,0.0325174219289
0.0313188196951,9.99999974738e-06,0.0329575703255
0.0309275221761,9.99999974738e-06,0.0331265675742
0.0305406531505,9.99999974738e-06,0.0326382971899
0.0301170700898,9.99999974738e-06,0.0323129617322
0.0298060653463,9.99999974738e-06,0.0322830690224
0.0295240227586,9.99999974738e-06,0.032406661799
0.0291925292422,9.99999974738e-06,0.0323058638054
0.0289322756272,9.99999974738e-06,0.0323628702243
0.0286517444729,9.99999974738e-06,0.0322444581066
0.0283743214917,9.99999974738e-06,0.0323341373272
0.0281251507383,9.99999974738e-06,0.0328526414743
0.0278836606293,9.99999974738e-06,0.032456900382
0.0276248198114,9.99999974738e-06,0.0327232639409
0.0274596856192,9.99999974738e-06,0.0329505911891
0.027283242785,9.99999974738e-06,0.0327668855538
0.0270947367472,9.99999974738e-06,0.0331699324303
0.026859494619,9.99999974738e-06,0.0333606287195
0.0266797835966,9.99999974738e-06,0.0331834360491
0.0265183505173,9.99999974738e-06,0.0330715001104
0.0263607521799,9.99999974738e-06,0.0335116430127
0.0262659820251,9.99999974738e-06,0.0332267446012
0.0260750274583,9.99999974738e-06,0.0335339263575
0.0259316894173,9.99999974738e-06,0.0332359964131
0.0258140562479,9.99999974738e-06,0.0339391691377
0.025714648738,9.99999974738e-06,0.0334206095726
0.025553261607,9.99999974738e-06,0.0334274010535
0.0254773445167,9.99999974738e-06,0.0335120461249
0.0253449965284,9.99999974738e-06,0.0334735700385
0.0252415077199,9.99999974738e-06,0.0333414770243
0.0251854551841,9.99999974738e-06,0.0334970654207
0.0250967857272,9.99999974738e-06,0.0334487168065
0.0249830251994,9.99999974738e-06,0.0344162724381
0.0249307185296,9.99999974738e-06,0.0335734248584
0.024809818324,9.99999974738e-06,0.0335741817598
0.024773424254,9.99999974738e-06,0.0336785117886
0.024703080512,9.99999974738e-06,0.0335038225903
0.024604058174,9.99999974738e-06,0.0335434251412
0.0245315792471,9.99999974738e-06,0.0337954485732
0.0244694048464,9.99999974738e-06,0.0337224402045
0.0244137912295,9.99999974738e-06,0.0334956743431
0.0243553811911,9.99999974738e-06,0.0337515895961
0.0242891508501,9.99999974738e-06,0.0341027526809
0.0242439180613,9.99999974738e-06,0.0339014710699
0.0241989888778,9.99999974738e-06,0.0337182140818
0.0241137842853,9.99999974738e-06,0.033685694185
0.0240713584303,9.99999974738e-06,0.033945773966
0.0240176648992,9.99999974738e-06,0.0335883323296
0.023994474946,9.99999974738e-06,0.0337992966041
0.0239306701731,9.99999974738e-06,0.0337689985467
0.0238886393524,9.99999974738e-06,0.0340170400407
0.0238166059119,9.99999974738e-06,0.0336233189373
0.0237776157968,9.99999974738e-06,0.0337823186926
0.0237482991074,9.99999974738e-06,0.0338041224049
0.0237129745355,9.99999974738e-06,0.0340558001484
0.023659754392,9.99999974738e-06,0.0339448354357
0.023622557724,9.99999974738e-06,0.033739879558
0.0236108997588,9.99999974738e-06,0.0340138670205
0.0235694920848,9.99999974738e-06,0.0336552864418
0.0235495844328,9.99999974738e-06,0.0338089309759
0.0234961841846,9.99999974738e-06,0.0336048695922
0.0234405319901,9.99999974738e-06,0.0338306023314
0.0234004587231,9.99999974738e-06,0.033705018439
0.0233623062207,9.99999974738e-06,0.0337104124182
0.0233483709254,9.99999974738e-06,0.0337372694285
0.0233234112294,9.99999974738e-06,0.0338496065758
0.0232978308696,9.99999974738e-06,0.033620008717
0.0232333455601,9.99999974738e-06,0.0340859221896
0.0232540261146,9.99999974738e-06,0.033899249904
0.023196005095,9.99999974738e-06,0.0342735482221
0.0231991554477,9.99999974738e-06,0.0338962512788
0.0231184788267,9.99999974738e-06,0.0335959553512
0.0230987774978,9.99999974738e-06,0.0338209883521
0.0230984543949,9.99999974738e-06,0.033854480557
0.0228101783543,9.99999997475e-07,0.0334836974884
0.022714385903,9.99999997475e-07,0.0334691591073
0.0226977998945,9.99999997475e-07,0.0334903487158
0.0226544676181,9.99999997475e-07,0.033479542227
0.0226554979312,9.99999997475e-07,0.0335082832409
0.0226362620627,9.99999997475e-07,0.0334970579963
0.0226238050731,9.99999997475e-07,0.0334995182833
0.0225941486864,1.00000001169e-07,0.0334818075072
0.0225871727991,1.00000001169e-07,0.0334822821423
0.0225960988279,1.00000001169e-07,0.0335307500497
0.0226051116356,1.00000001169e-07,0.0334949066442
0.0225913176294,1.00000001169e-07,0.0334790274412
0.0225633670412,9.99999993923e-09,0.0334849593157
0.0225865903329,9.99999993923e-09,0.0334806964326
0.0225849167357,9.99999993923e-09,0.0335035224393
0.0225835545952,9.99999971718e-10,0.0335208359391
0.0225718286045,9.99999971718e-10,0.0335136199239
0.0225790155399,9.99999971718e-10,0.0334754758945
0.0225936797604,9.99999943962e-11,0.0334465228258
