categorical_accuracy,loss,val_categorical_accuracy,val_loss
0.585219999618,15.4048333322,0.592291869655,16.3802322399
0.595575170516,15.3259524968,0.591750568366,16.1710160783
0.595842647255,15.3167920833,0.59066796579,16.4457505375
0.596454022659,15.3099357733,0.591642308109,15.7463575656
0.596549550066,15.3046265434,0.591425787593,15.9301928508
0.596396706215,15.2944311168,0.591534047851,16.4585233469
0.596129229476,15.2279606912,0.591642308109,15.8718156315
0.596243862364,15.1614942739,0.591534047851,15.8232929926
0.596224756883,15.0889218744,0.589368842698,16.1603570335
0.596454022659,14.9726462741,0.58926058244,16.3314805727
0.596836132286,14.8246599586,0.593482732489,16.3231843457
0.597008081619,14.7689743011,0.591425787593,15.548399103
0.596836132286,14.7332706757,0.59250839017,15.7559515812
0.597906039243,14.664541962,0.618166071235,15.6326402329
0.601230393,14.6373282477,0.605391360831,15.881630465
0.621405781319,14.5734619952,0.627368193136,16.1902408751
0.638734452915,14.5430358001,0.620872577677,16.0872264436
0.64666322768,14.5145447601,0.653025874202,15.2903312517
0.657171242429,14.4823827468,0.645988957454,15.9673675941
0.66152729218,14.4595890168,0.640359424055,15.8882397008
0.666895932443,14.4309399281,0.636029013749,15.6576200482
0.674098698917,14.3896790453,0.668723611562,15.9991295272
0.677308419786,14.3662770086,0.659088448631,16.218636772
0.681836418869,14.3436366789,0.679224856555,16.0405964641
0.686230679582,14.3291384833,0.674136624445,15.5539437376
0.687052215281,14.3087914941,0.662985817906,15.7398037097
0.686822949504,14.290769537,0.683880047635,16.0622267877
0.690930627997,14.2756320802,0.670888816715,15.8903473572
0.691771269177,14.250978052,0.669589693623,15.6337377475
